UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type
4885,492,H,303.8,312.5,1655,28.0,170,0,No Failure
4886,493,H,303.8,312.5,1748,25.1,175,0,No Failure
4887,3952,L,303.8,312.5,1372,45.7,180,0,No Failure
4888,3953,L,303.7,312.5,1481,33.3,182,0,No Failure
4889,3954,L,303.7,312.4,1512,39.2,184,0,No Failure
4890,3955,L,303.7,312.5,1632,36.6,186,0,No Failure
4891,3956,L,303.7,312.4,1525,43.9,188,0,No Failure
4892,8446,M,303.7,312.3,1756,26.4,190,0,No Failure
4893,3957,L,303.7,312.3,1922,23.1,193,0,No Failure
4894,8447,M,303.8,312.5,1448,44.3,195,0,No Failure
4895,494,H,303.8,312.5,1447,46.6,198,0,No Failure
4896,8448,M,303.8,312.4,1597,33.4,203,0,No Failure
4897,8449,M,303.7,312.4,1642,32.3,206,0,No Failure
4898,495,H,303.8,312.5,1525,38.0,209,0,No Failure
4899,496,H,303.6,312.4,1460,53.7,214,0,No Failure
4900,3958,L,303.6,312.3,2168,17.7,219,0,No Failure
4901,3959,L,303.6,312.4,1388,41.9,221,0,No Failure
4902,8450,M,303.6,312.3,1630,32.4,223,0,No Failure
4903,3960,L,303.6,312.3,1616,29.3,226,0,No Failure
4904,3961,L,303.6,312.4,2232,16.8,0,0,No Failure
4905,497,H,303.6,312.4,1480,50.7,2,0,No Failure
4906,3962,L,303.6,312.4,1363,53.1,7,0,No Failure
4907,498,H,303.6,312.4,1436,45.6,9,0,No Failure
4908,8451,M,303.6,312.5,1607,33.7,14,0,No Failure
4909,8452,M,303.6,312.5,1459,48.2,17,0,No Failure
4910,3963,L,303.5,312.4,1481,43.7,20,0,No Failure
4911,8453,M,303.5,312.4,1606,31.7,22,0,No Failure
4912,3964,L,303.5,312.3,1681,29.8,25,0,No Failure
4913,3965,L,303.5,312.2,1511,37.1,27,0,No Failure
4914,8454,M,303.5,312.3,1593,35.2,29,0,No Failure
4915,8455,M,303.5,312.3,1532,41.7,32,0,No Failure
4916,499,H,303.5,312.3,1386,49.0,35,0,No Failure
4917,500,H,303.4,312.3,1769,27.9,40,0,No Failure
4918,8456,M,303.4,312.2,1561,38.2,45,0,No Failure
4919,3966,L,303.3,312.2,1457,40.7,48,0,No Failure
4920,3967,L,303.3,312.2,1506,40.0,50,0,No Failure
4921,3968,L,303.4,312.2,1337,69.4,52,1,Power Failure
4922,3969,L,303.4,312.3,1287,54.8,54,0,No Failure
4923,8457,M,303.4,312.2,1615,35.7,56,0,No Failure
4924,8458,M,303.4,312.2,1972,23.5,59,0,No Failure
4925,501,H,303.4,312.3,1522,42.1,62,0,No Failure
4926,3970,L,303.4,312.3,1680,30.6,67,0,No Failure
4927,3971,L,303.4,312.3,1502,36.0,69,0,No Failure
4928,8459,M,303.5,312.3,1543,33.3,71,0,No Failure
4929,3972,L,303.5,312.3,1584,35.2,74,0,No Failure
4930,3973,L,303.5,312.4,1340,44.5,76,0,No Failure
4931,3974,L,303.4,312.3,1663,33.9,78,0,No Failure
4932,8460,M,303.3,312.1,1693,30.0,80,0,No Failure
4933,3975,L,303.3,312.1,1418,44.7,83,0,No Failure
4934,502,H,303.4,312.2,1554,36.8,85,0,No Failure
4935,3976,L,303.4,312.2,1580,35.8,90,0,No Failure
4936,3977,L,303.4,312.3,1479,42.8,92,0,No Failure
4937,3978,L,303.5,312.4,1284,70.6,94,1,Power Failure
4938,3979,L,303.4,312.3,1540,38.7,96,0,No Failure
4939,8461,M,303.5,312.4,1606,30.1,98,0,No Failure
4940,3980,L,303.6,312.5,1286,62.4,101,0,No Failure
4941,3981,L,303.6,312.6,1502,39.5,103,0,No Failure
4942,8462,M,303.6,312.7,1699,31.5,105,0,No Failure
4943,3982,L,303.5,312.6,1602,34.2,108,0,No Failure
4944,503,H,303.6,312.6,1436,42.0,110,0,No Failure
4945,8463,M,303.6,312.7,1765,27.5,115,0,No Failure
4946,3983,L,303.6,312.7,1418,44.1,118,0,No Failure
4947,8464,M,303.7,312.7,1669,31.7,120,0,No Failure
4948,3984,L,303.7,312.7,1395,53.9,123,0,No Failure
4949,8465,M,303.8,312.7,1500,41.7,125,0,No Failure
4950,8466,M,303.8,312.7,1555,33.4,128,0,No Failure
4951,8467,M,303.8,312.7,1919,20.2,131,0,No Failure
4952,3985,L,303.8,312.7,1596,36.6,134,0,No Failure
4953,8468,M,303.8,312.7,1374,53.6,136,0,No Failure
4954,3986,L,303.7,312.5,1670,26.1,139,0,No Failure
4955,3987,L,303.7,312.6,1702,29.1,141,0,No Failure
4956,8469,M,303.8,312.5,1366,45.1,143,0,No Failure
4957,8470,M,303.8,312.5,2344,15.2,146,0,No Failure
4958,8471,M,303.8,312.6,1768,23.9,149,0,No Failure
4959,3988,L,303.8,312.5,1523,47.0,152,0,No Failure
4960,3989,L,303.8,312.6,1735,25.9,154,0,No Failure
4961,3990,L,303.9,312.7,1339,62.3,156,0,No Failure
4962,3991,L,303.9,312.7,1800,24.3,158,0,No Failure
4963,8472,M,304.0,312.7,1456,51.2,160,0,No Failure
4964,3992,L,303.9,312.7,1789,24.4,163,0,No Failure
4965,3993,L,303.9,312.7,1602,33.9,165,0,No Failure
4966,8473,M,303.8,312.7,1364,49.3,167,0,No Failure
4967,3994,L,303.8,312.6,1793,28.1,170,0,No Failure
4968,3995,L,303.9,312.6,1426,53.4,172,0,No Failure
4969,8474,M,303.9,312.7,1485,43.3,174,0,No Failure
4970,3996,L,303.9,312.7,1528,38.4,177,0,No Failure
4971,3997,L,303.8,312.6,1565,36.0,179,0,No Failure
4972,3998,L,303.8,312.7,1838,27.8,181,0,No Failure
4973,504,H,303.8,312.6,1811,24.9,183,0,No Failure
4974,3999,L,303.8,312.7,1461,38.2,188,0,No Failure
4975,4000,L,303.8,312.7,1414,41.7,190,0,No Failure
4976,4001,L,303.7,312.7,1426,45.5,192,0,No Failure
4977,4002,L,303.7,312.7,1359,56.8,194,1,Overstrain Failure
4978,4003,L,303.7,312.7,1540,44.8,196,0,No Failure
4979,4004,L,303.6,312.7,1429,47.7,198,0,No Failure
4980,8475,M,303.7,312.7,1612,36.3,200,0,No Failure
4981,8476,M,303.7,312.8,1685,31.8,203,0,No Failure
4982,8477,M,303.7,312.8,1558,37.7,206,0,No Failure
4983,4005,L,303.7,313.0,1811,24.3,209,0,No Failure
4984,4006,L,303.8,313.1,1869,25.8,211,0,No Failure
4985,4007,L,303.8,313.1,1256,58.7,213,1,Overstrain Failure
4986,8478,M,303.8,313.0,1789,23.5,215,0,No Failure
4987,4008,L,303.7,312.9,1502,40.5,0,0,No Failure
4988,8479,M,303.7,313.0,1303,54.4,2,0,No Failure
4989,4009,L,303.8,313.1,2497,13.0,5,1,Power Failure
4990,4010,L,303.9,313.2,1499,37.4,7,0,No Failure
4991,4011,L,303.9,313.2,1393,46.5,9,0,No Failure
4992,8480,M,303.9,313.0,1475,41.0,11,0,No Failure
4993,4012,L,303.8,312.9,1573,34.6,14,0,No Failure
4994,4013,L,303.8,312.9,1819,23.7,16,0,No Failure
4995,8481,M,303.5,312.6,1642,29.4,18,0,No Failure
4996,4014,L,303.6,312.6,1540,39.8,21,0,No Failure
4997,8482,M,303.6,312.8,1400,43.2,23,0,No Failure
4998,8483,M,303.6,312.8,2659,11.4,26,1,Power Failure
4999,8484,M,303.6,312.8,1825,25.2,29,0,No Failure
5000,8485,M,303.7,312.9,1532,41.3,32,0,No Failure
5001,4015,L,303.7,312.8,1832,23.6,35,0,No Failure
5002,8486,M,303.6,312.7,2174,17.6,37,0,No Failure
5003,4016,L,303.7,312.8,1627,31.7,40,0,No Failure
5004,4017,L,303.7,312.8,1437,51.3,42,0,No Failure
5005,4018,L,303.7,312.8,1364,46.3,44,0,No Failure
5006,8487,M,303.7,312.9,1444,52.7,46,0,No Failure
5007,8488,M,303.7,312.8,1366,47.3,49,0,No Failure
5008,4019,L,303.8,312.9,1442,48.3,52,0,No Failure
5009,505,H,303.7,312.8,1488,42.8,54,0,No Failure
5010,4020,L,303.7,312.8,1523,40.7,59,0,No Failure
5011,4021,L,303.7,312.8,1543,38.3,61,0,No Failure
5012,8489,M,303.7,312.8,1634,33.8,63,0,No Failure
5013,8490,M,303.8,312.9,1815,27.8,66,0,No Failure
5014,8491,M,303.8,312.9,1594,35.2,69,0,No Failure
5015,4022,L,303.8,313.0,1452,38.6,72,0,No Failure
5016,4023,L,303.9,313.0,1759,28.4,74,0,No Failure
5017,4024,L,303.9,313.0,1408,47.5,76,0,No Failure
5018,4025,L,303.9,313.0,1483,45.0,78,0,No Failure
5019,8492,M,303.9,313.0,1620,36.6,80,0,No Failure
5020,8493,M,304.0,313.1,1466,39.5,83,0,No Failure
5021,4026,L,304.1,313.1,1556,36.3,86,0,No Failure
5022,4027,L,304.0,313.0,1350,61.1,88,0,No Failure
5023,4028,L,304.0,313.1,1404,47.1,90,0,No Failure
5024,8494,M,304.0,313.0,1575,34.5,92,0,No Failure
5025,4029,L,303.9,313.1,1639,29.0,95,0,No Failure
5026,8495,M,303.9,313.1,1473,42.8,97,0,No Failure
5027,4030,L,303.9,313.2,1481,40.0,100,0,No Failure
5028,4031,L,304.0,313.3,1294,54.6,102,0,No Failure
5029,8496,M,303.9,313.2,1630,29.3,104,0,No Failure
5030,8497,M,303.9,313.2,1624,39.8,107,0,No Failure
5031,8498,M,303.9,313.1,1437,48.3,110,0,No Failure
5032,8499,M,303.8,313.0,1514,45.0,113,0,No Failure
5033,8500,M,304.0,313.1,1694,31.4,116,0,No Failure
5034,4032,L,304.0,313.1,1564,50.9,119,0,No Failure
5035,8501,M,303.9,313.1,1514,41.1,121,0,No Failure
5036,8502,M,304.0,313.2,1500,40.6,124,0,No Failure
5037,4033,L,304.0,313.2,1615,37.8,127,0,No Failure
5038,8503,M,304.1,313.2,1586,41.1,129,0,No Failure
5039,4034,L,304.1,313.3,1732,28.5,132,0,No Failure
5040,506,H,304.1,313.3,1689,32.5,134,0,No Failure
5041,507,H,304.1,313.2,1586,34.6,139,0,No Failure
5042,4035,L,304.0,313.2,1314,47.1,144,0,No Failure
5043,4036,L,304.1,313.2,1569,35.8,146,0,No Failure
5044,4037,L,304.1,313.2,1468,39.4,148,0,No Failure
5045,4038,L,304.1,313.2,1412,47.5,150,0,No Failure
5046,8504,M,304.1,313.2,1510,46.9,152,0,No Failure
5047,8505,M,304.1,313.2,1410,42.4,155,0,No Failure
5048,8506,M,304.1,313.3,1680,29.3,158,0,No Failure
5049,508,H,304.0,313.2,1271,68.6,161,1,Power Failure
5050,509,H,304.0,313.1,1472,45.5,166,0,No Failure
5051,510,H,304.0,313.0,1701,30.4,171,0,No Failure
5052,4039,L,303.9,313.0,1480,39.9,176,0,No Failure
5053,4040,L,303.9,313.0,1433,48.4,178,0,No Failure
5054,4041,L,303.8,312.9,1514,34.3,180,0,No Failure
5055,4042,L,303.8,312.9,1619,35.7,182,0,No Failure
5056,511,H,303.8,312.9,1378,45.6,184,0,No Failure
5057,8507,M,303.9,312.9,1430,53.5,189,0,No Failure
5058,4043,L,303.8,312.9,1367,49.9,192,0,No Failure
5059,4044,L,303.9,312.9,1526,42.5,194,0,No Failure
5060,4045,L,303.9,312.8,1419,47.9,196,0,No Failure
5061,4046,L,304.0,312.8,1542,42.7,198,0,No Failure
5062,4047,L,304.0,312.9,1363,62.5,200,1,Overstrain Failure
5063,4048,L,304.0,312.9,1313,53.9,202,0,No Failure
5064,512,H,304.0,312.9,1495,46.6,0,0,No Failure
5065,4049,L,304.0,313.0,1407,42.1,5,0,No Failure
5066,4050,L,304.1,313.0,1566,37.2,7,0,No Failure
5067,4051,L,304.1,313.1,1550,30.9,9,0,No Failure
5068,8508,M,304.2,313.2,1396,50.5,11,0,No Failure
5069,8509,M,304.3,313.3,1540,39.0,14,0,No Failure
5070,8510,M,304.2,313.2,1380,48.7,17,0,No Failure
5071,8511,M,304.2,313.1,1608,31.1,20,0,No Failure
5072,513,H,304.2,313.0,1442,40.9,23,0,No Failure
5073,4052,L,304.1,313.0,1408,45.3,28,0,No Failure
5074,8512,M,304.0,313.0,1454,46.8,30,0,No Failure
5075,4053,L,304.1,313.1,1666,34.6,33,0,No Failure
5076,4054,L,304.1,313.2,1366,46.6,35,0,No Failure
5077,4055,L,304.2,313.2,1464,44.9,37,0,No Failure
5078,4056,L,304.3,313.3,1775,24.9,39,0,No Failure
5079,8513,M,304.3,313.4,1482,43.8,41,0,No Failure
5080,8514,M,304.2,313.4,1411,54.8,44,0,No Failure
5081,4057,L,304.2,313.3,1410,51.6,47,0,No Failure
5082,8515,M,304.1,313.3,1494,39.0,49,0,No Failure
5083,514,H,304.1,313.2,1590,43.4,52,0,No Failure
5084,4058,L,304.1,313.1,1327,54.1,57,0,No Failure
5085,4059,L,304.1,313.1,1969,20.8,59,0,No Failure
5086,8516,M,304.0,313.0,1377,56.0,61,0,No Failure
5087,4060,L,304.0,313.0,1541,45.9,64,0,No Failure
5088,8517,M,304.0,313.0,1685,28.2,66,0,No Failure
5089,4061,L,304.0,313.1,1465,41.0,69,0,No Failure
5090,8518,M,303.9,313.1,1483,47.2,71,0,No Failure
5091,8519,M,303.9,313.2,1570,40.7,74,0,No Failure
5092,4062,L,303.9,313.2,1345,48.2,77,0,No Failure
5093,8520,M,303.9,313.2,1608,40.6,79,0,No Failure
5094,8521,M,304.0,313.3,1415,52.8,82,0,No Failure
5095,8522,M,304.1,313.5,1470,45.8,85,0,No Failure
5096,8523,M,304.1,313.5,1428,39.9,88,0,No Failure
5097,515,H,304.2,313.5,1627,32.2,91,0,No Failure
5098,4063,L,304.2,313.4,1457,49.4,96,0,No Failure
5099,4064,L,304.2,313.4,1475,40.2,98,0,No Failure
5100,4065,L,304.2,313.5,1438,50.1,100,0,No Failure
5101,8524,M,304.2,313.5,1437,47.2,102,0,No Failure
5102,8525,M,304.1,313.4,1518,42.4,105,0,No Failure
5103,8526,M,304.1,313.5,1587,33.6,108,0,No Failure
5104,4066,L,304.1,313.4,1399,43.7,111,0,No Failure
5105,4067,L,304.1,313.5,1469,44.6,113,0,No Failure
5106,4068,L,304.1,313.4,1374,56.6,115,0,No Failure
5107,4069,L,304.0,313.3,1519,36.7,117,0,No Failure
5108,4070,L,303.9,313.2,1540,44.4,119,0,No Failure
5109,4071,L,303.9,313.3,1394,51.6,121,0,No Failure
5110,8527,M,304.0,313.4,1389,45.8,123,0,No Failure
5111,8528,M,304.0,313.5,1732,26.2,126,0,No Failure
5112,4072,L,304.1,313.6,1556,37.4,129,0,No Failure
5113,8529,M,304.1,313.6,1441,43.7,131,0,No Failure
5114,4073,L,304.1,313.6,1382,46.7,134,0,No Failure
5115,8530,M,304.2,313.8,1481,44.9,136,0,No Failure
5116,8531,M,304.2,313.7,2113,18.4,139,0,No Failure
5117,4074,L,304.2,313.8,1401,53.9,142,0,No Failure
5118,4075,L,304.1,313.6,1611,31.4,144,0,No Failure
5119,8532,M,304.2,313.6,1512,33.4,146,0,No Failure
5120,4076,L,304.2,313.6,1411,46.0,149,0,No Failure
5121,8533,M,304.2,313.6,1424,43.7,151,0,No Failure
5122,4077,L,304.2,313.6,1469,40.0,154,0,No Failure
5123,516,H,304.2,313.5,1684,29.8,156,0,No Failure
5124,8534,M,304.2,313.5,1532,41.3,161,0,No Failure
5125,8535,M,304.2,313.5,1557,37.3,164,0,No Failure
5126,8536,M,304.3,313.5,1416,48.1,167,0,No Failure
5127,4078,L,304.3,313.5,1802,25.4,170,0,No Failure
5128,8537,M,304.3,313.5,2245,15.1,172,0,No Failure
5129,4079,L,304.2,313.4,1434,42.5,175,0,No Failure
5130,8538,M,304.1,313.3,1725,28.3,177,0,No Failure
5131,4080,L,304.2,313.3,1668,35.7,180,0,No Failure
5132,4081,L,304.1,313.3,1452,43.9,182,0,No Failure
5133,4082,L,304.1,313.3,1415,50.0,184,0,No Failure
5134,4083,L,304.1,313.2,1824,25.8,186,0,No Failure
5135,4084,L,304.1,313.3,1438,45.5,188,0,No Failure
5136,4085,L,304.1,313.3,1883,24.5,190,0,No Failure
5137,4086,L,304.2,313.4,1735,28.9,192,0,No Failure
5138,4087,L,304.3,313.5,1464,36.7,194,0,No Failure
5139,8539,M,304.3,313.6,1489,40.3,196,0,No Failure
5140,8540,M,304.4,313.6,1510,38.9,199,0,No Failure
5141,8541,M,304.3,313.6,1585,32.1,202,0,No Failure
5142,4088,L,304.4,313.7,1509,35.0,205,1,Tool Wear Failure
5143,4089,L,304.4,313.6,1568,39.1,0,0,No Failure
5144,8542,M,304.3,313.5,1525,42.0,2,0,No Failure
5145,4090,L,304.4,313.7,1607,33.5,5,0,No Failure
5146,4091,L,304.5,313.7,1670,32.9,7,0,No Failure
5147,4092,L,304.4,313.6,1585,38.9,9,0,No Failure
5148,4093,L,304.4,313.6,1569,38.4,11,0,No Failure
5149,4094,L,304.4,313.6,1507,43.1,13,0,No Failure
5150,4095,L,304.3,313.5,1452,41.5,15,0,No Failure
5151,4096,L,304.3,313.5,1590,29.8,17,0,No Failure
5152,4097,L,304.3,313.6,1409,56.0,19,0,No Failure
5153,4098,L,304.3,313.5,2643,12.7,21,0,No Failure
5154,4099,L,304.2,313.4,1644,31.7,23,0,No Failure
5155,4100,L,304.2,313.4,1568,37.6,25,0,No Failure
5156,517,H,304.2,313.3,1625,37.3,27,0,No Failure
5157,4101,L,304.2,313.4,1482,41.4,32,0,No Failure
5158,518,H,304.1,313.3,1397,49.6,34,0,No Failure
5159,4102,L,304.1,313.3,1459,50.3,39,0,No Failure
5160,4103,L,304.2,313.4,1490,44.0,41,0,No Failure
5161,4104,L,304.1,313.2,1434,50.1,43,0,No Failure
5162,8543,M,304.1,313.2,2028,18.9,45,0,No Failure
5163,4105,L,304.2,313.3,1464,45.9,48,0,No Failure
5164,8544,M,304.2,313.4,1713,23.5,50,0,No Failure
5165,8545,M,304.3,313.4,1624,32.1,53,0,No Failure
5166,4106,L,304.2,313.4,1421,43.4,56,0,No Failure
5167,519,H,304.2,313.5,1546,41.4,58,0,No Failure
5168,4107,L,304.2,313.4,1639,32.7,63,0,No Failure
5169,520,H,304.1,313.4,1696,29.6,65,0,No Failure
5170,4108,L,304.1,313.3,1470,39.9,70,0,No Failure
5171,8546,M,304.1,313.3,1480,38.4,72,0,No Failure
5172,8547,M,304.2,313.4,1329,54.5,75,0,No Failure
5173,4109,L,304.2,313.4,1740,28.2,78,0,No Failure
5174,8548,M,304.2,313.5,1739,28.1,80,0,No Failure
5175,8549,M,304.2,313.5,1390,47.8,83,0,No Failure
5176,4110,L,304.2,313.4,1740,23.7,86,0,No Failure
5177,8550,M,304.0,313.3,1844,27.1,88,0,No Failure
5178,521,H,304.0,313.1,1388,53.2,91,0,No Failure
5179,522,H,304.0,313.2,1517,43.1,96,0,No Failure
5180,8551,M,304.0,313.1,1450,42.8,101,0,No Failure
5181,4111,L,304.0,313.2,1584,38.7,104,0,No Failure
5182,4112,L,304.0,313.1,1720,28.7,106,0,No Failure
5183,4113,L,303.9,313.1,1586,31.9,108,0,No Failure
5184,8552,M,303.9,313.0,1901,22.5,110,0,No Failure
5185,4114,L,304.0,313.0,1397,42.4,113,0,No Failure
5186,4115,L,304.0,313.0,2012,21.1,115,0,No Failure
5187,4116,L,304.0,313.0,2354,15.0,117,0,No Failure
5188,4117,L,304.0,313.1,1648,35.7,119,0,No Failure
5189,4118,L,304.0,313.2,1632,30.6,121,0,No Failure
5190,8553,M,304.1,313.2,1427,46.9,123,0,No Failure
5191,4119,L,304.1,313.2,1452,48.0,126,0,No Failure
5192,4120,L,304.0,313.2,1416,46.0,128,0,No Failure
5193,4121,L,303.9,313.1,1310,62.9,130,0,No Failure
5194,523,H,304.0,313.1,1408,39.8,132,0,No Failure
5195,8554,M,303.9,313.1,1668,34.4,137,0,No Failure
5196,4122,L,303.9,313.0,1551,36.8,140,0,No Failure
5197,524,H,303.9,313.0,1517,36.0,142,0,No Failure
5198,525,H,303.8,312.9,1570,35.8,147,0,No Failure
5199,4123,L,303.8,312.8,1428,53.3,152,0,No Failure
5200,4124,L,303.8,312.8,1503,40.0,154,0,No Failure
5201,4125,L,303.8,312.8,1416,58.7,156,0,No Failure
5202,8555,M,303.7,312.7,1396,47.3,158,0,No Failure
5203,4126,L,303.7,312.7,1335,51.1,161,0,No Failure
5204,8556,M,303.7,312.6,1671,30.5,163,0,No Failure
5205,4127,L,303.7,312.7,1989,22.4,166,0,No Failure
5206,4128,L,303.7,312.7,1468,43.3,168,0,No Failure
5207,526,H,303.7,312.6,1711,27.6,170,0,No Failure
5208,8557,M,303.8,312.7,1488,41.3,175,0,No Failure
5209,4129,L,303.8,312.7,1664,29.3,178,0,No Failure
5210,8558,M,303.8,312.7,1507,38.5,180,0,No Failure
5211,4130,L,303.7,312.6,1466,42.5,183,0,No Failure
5212,4131,L,303.7,312.5,1433,53.6,185,0,No Failure
5213,4132,L,303.7,312.5,1397,45.7,187,0,No Failure
5214,8559,M,303.7,312.6,1429,43.3,189,0,No Failure
5215,4133,L,303.7,312.7,1572,37.2,192,0,No Failure
5216,8560,M,303.7,312.7,1532,42.7,194,0,No Failure
5217,8561,M,303.7,312.7,1316,51.8,197,0,No Failure
5218,8562,M,303.8,312.8,1420,47.9,200,0,No Failure
5219,4134,L,303.8,312.9,1589,37.2,203,0,No Failure
5220,4135,L,303.8,313.0,1365,59.9,205,1,Overstrain Failure
5221,4136,L,303.8,313.0,1633,32.9,207,0,No Failure
5222,4137,L,303.9,313.0,1626,31.4,209,0,No Failure
5223,4138,L,303.9,313.1,1665,29.6,0,0,No Failure
5224,8563,M,303.9,313.2,1350,47.2,2,0,No Failure
5225,4139,L,303.9,313.2,1590,31.9,5,0,No Failure
5226,8564,M,304.0,313.2,1437,53.9,7,0,No Failure
5227,4140,L,303.9,313.0,1403,48.3,10,0,No Failure
5228,4141,L,303.9,313.1,1440,41.1,12,0,No Failure
5229,8565,M,303.9,313.1,1343,61.4,14,0,No Failure
5230,527,H,303.9,313.1,1790,26.7,17,0,No Failure
5231,8566,M,303.8,313.1,2117,18.6,22,0,No Failure
5232,4142,L,303.8,313.1,1458,42.2,25,0,No Failure
5233,4143,L,303.6,312.9,1381,57.8,27,0,No Failure
5234,4144,L,303.6,312.9,1450,45.3,29,0,No Failure
5235,4145,L,303.7,312.9,1461,50.1,31,0,No Failure
5236,8567,M,303.7,312.9,1511,41.0,33,0,No Failure
5237,4146,L,303.8,313.1,1394,45.4,36,0,No Failure
5238,4147,L,303.8,313.0,1499,42.3,38,0,No Failure
5239,4148,L,303.7,313.0,1457,44.1,40,0,No Failure
5240,4149,L,303.7,313.0,1753,29.0,42,0,No Failure
5241,4150,L,303.7,313.0,1694,28.0,44,0,No Failure
5242,4151,L,303.7,313.1,1683,28.4,46,0,No Failure
5243,4152,L,303.7,313.1,1496,47.4,48,0,No Failure
5244,4153,L,303.7,313.1,1721,34.8,50,0,No Failure
5245,4154,L,303.6,313.0,1593,31.6,52,0,No Failure
5246,4155,L,303.6,313.0,1575,38.3,54,0,No Failure
5247,4156,L,303.5,313.0,1465,41.0,56,0,No Failure
5248,4157,L,303.6,313.1,1405,38.3,58,0,No Failure
5249,8568,M,303.5,313.0,1902,21.6,60,0,No Failure
5250,8569,M,303.4,312.9,1422,39.9,63,0,No Failure
5251,4158,L,303.5,312.9,1332,52.9,66,0,No Failure
5252,8570,M,303.4,312.9,1307,54.3,68,0,No Failure
5253,4159,L,303.5,313.0,1322,59.5,71,0,No Failure
5254,4160,L,303.5,313.0,1547,40.3,73,0,No Failure
5255,4161,L,303.5,313.1,1897,23.6,75,0,No Failure
5256,8571,M,303.5,313.0,1403,51.9,77,0,No Failure
5257,4162,L,303.5,313.0,1393,51.6,80,0,No Failure
5258,4163,L,303.5,313.0,1482,38.5,82,0,No Failure
5259,8572,M,303.5,312.9,1572,44.7,84,0,No Failure
5260,4164,L,303.5,312.9,1544,36.9,87,0,No Failure
5261,8573,M,303.5,313.0,1492,46.1,89,0,No Failure
5262,4165,L,303.4,312.8,1513,35.8,92,0,No Failure
5263,4166,L,303.4,312.8,1449,43.9,94,0,No Failure
5264,4167,L,303.5,312.8,1877,22.3,96,0,No Failure
5265,4168,L,303.4,312.8,1376,53.4,98,0,No Failure
5266,8574,M,303.5,312.9,1883,23.3,100,0,No Failure
5267,8575,M,303.4,312.8,1518,38.7,103,0,No Failure
5268,8576,M,303.5,312.9,1438,42.8,106,0,No Failure
5269,4169,L,303.4,312.9,1389,54.1,109,0,No Failure
5270,4170,L,303.5,312.9,1504,44.8,111,0,No Failure
5271,4171,L,303.5,312.9,1275,64.4,113,0,No Failure
5272,4172,L,303.6,313.0,1534,39.7,115,0,No Failure
5273,8577,M,303.6,313.0,1396,38.2,117,0,No Failure
5274,4173,L,303.6,313.1,1395,44.1,120,0,No Failure
5275,4174,L,303.6,313.0,1617,30.9,122,0,No Failure
5276,4175,L,303.7,313.1,1423,41.2,124,0,No Failure
5277,4176,L,303.5,313.0,1606,34.0,126,0,No Failure
5278,4177,L,303.5,312.9,1501,44.0,128,0,No Failure
5279,8578,M,303.5,312.9,1618,30.4,130,0,No Failure
5280,4178,L,303.6,313.0,1522,35.8,133,0,No Failure
5281,4179,L,303.6,312.9,1480,41.4,135,0,No Failure
5282,8579,M,303.7,313.0,1469,39.9,137,0,No Failure
5283,528,H,303.8,313.2,1381,52.4,140,0,No Failure
5284,4180,L,303.8,313.2,1525,41.9,145,0,No Failure
5285,8580,M,303.8,313.2,1732,29.6,147,0,No Failure
5286,4181,L,303.8,313.1,1523,39.8,150,0,No Failure
5287,4182,L,303.8,313.1,1422,42.4,152,0,No Failure
5288,529,H,303.8,313.2,1506,46.9,154,0,No Failure
5289,4183,L,303.8,313.2,1531,39.4,159,0,No Failure
5290,8581,M,303.9,313.3,1507,34.3,161,0,No Failure
5291,4184,L,303.9,313.3,1526,40.7,164,0,No Failure
5292,4185,L,303.8,313.3,1406,52.1,166,0,No Failure
5293,8582,M,303.9,313.3,1567,35.0,168,0,No Failure
5294,8583,M,303.9,313.4,1464,49.1,171,0,No Failure
5295,4186,L,303.9,313.4,1442,48.5,174,0,No Failure
5296,4187,L,303.8,313.2,1336,47.8,176,0,No Failure
5297,530,H,303.8,313.2,1379,50.2,178,0,No Failure
5298,4188,L,303.7,313.1,1406,48.6,183,0,No Failure
5299,8584,M,303.7,313.1,2130,18.1,185,0,No Failure
5300,4189,L,303.7,313.1,1355,49.1,188,0,No Failure
5301,8585,M,303.8,313.2,1710,26.5,190,0,No Failure
5302,4190,L,303.8,313.1,1309,55.8,193,0,No Failure
5303,4191,L,303.9,313.1,1491,37.2,195,0,No Failure
5304,4192,L,303.9,313.2,1481,44.1,197,0,No Failure
5305,4193,L,303.9,313.1,1425,49.3,199,0,No Failure
5306,531,H,303.9,313.2,1680,29.1,201,0,No Failure
5307,532,H,304.0,313.2,1612,31.7,206,0,No Failure
5308,4194,L,304.0,313.3,1530,34.8,211,0,No Failure
5309,4195,L,304.0,313.2,1481,42.6,213,0,No Failure
5310,8586,M,303.9,313.2,1422,48.0,215,1,Tool Wear Failure
5311,4196,L,303.8,313.0,1427,43.0,0,0,No Failure
5312,533,H,303.7,312.9,1460,49.8,2,0,No Failure
5313,4197,L,303.6,312.9,1873,23.5,7,0,No Failure
5314,8587,M,303.7,312.9,1566,32.6,9,0,No Failure
5315,4198,L,303.6,312.8,1701,30.8,12,0,No Failure
5316,4199,L,303.6,312.8,1710,27.2,14,0,No Failure
5317,8588,M,303.6,312.8,1689,33.1,16,0,No Failure
5318,4200,L,303.6,312.7,1637,32.9,19,0,No Failure
5319,4201,L,303.5,312.6,1496,39.0,21,0,No Failure
